query_id,cardinality
0,59214
1,114676
2,97798
3,97848
4,1541920
5,16300567
6,12156836
7,26890218
8,1213926
9,947667
10,1495821
11,8749863
12,3177336
13,9760191
14,2482719
15,3925253
16,2482525
17,2484119
18,66387080
19,15856954
20,4689444
21,33922728
22,15076796
23,6857178
24,3969470
25,7505246
26,5275385
27,14187240
28,8012512
29,51441740
30,387700
31,713858
32,5519385
33,568543
34,273843
35,533238
36,457756
37,534713
38,1189121
39,1157272
40,3889391
41,4684661
42,4831299
43,5587764
44,3122949
45,5144569
46,10274385
47,4333318
48,11494131
49,7252155
50,24548024
51,16089348
52,1162697
53,1162593
54,1184567
55,842663
56,830208
57,9234578
58,674563
59,13123405
60,13833267
61,3959844
62,4295243
63,3911427
64,610159
65,909210
66,909404
67,780732
68,780050
69,6955843
70,19820192
71,556409
72,696335
73,7714881
74,1263919
75,1155834
76,2188759
77,4293724
78,4818374
79,447514
80,777301
81,1898146
82,178234
83,1347666
84,1706063
85,11225964
86,3086837
87,2061971
88,42986
89,1430
90,881644
91,269386912
92,178314896
93,141070
94,1755704
95,135207
96,1182222
97,355624
98,2275591
99,19450148
100,67069
101,666935
102,5110744
103,100132
104,446479
105,14227508
106,1176692
107,682138
108,179122080
109,985470
110,400408
111,1009551
112,2581755
113,1123353
114,126462
115,349183
116,481655
117,2460229
118,9516346
119,7868019
120,470359
121,11152676
122,10515428
123,46585740
124,475726
125,465613
126,2634142
127,323051
128,206107
129,1104559
130,1353763
131,1811756
132,140084
133,27756454
134,9194962
135,1410366
136,418713
137,174365728
138,111699680
139,511127
140,8473560
141,3082459
142,2950873
143,140977
144,2761658
145,27370678
146,476552
147,425244
148,1846570
149,311069
150,7337214
151,18007292
152,3335811
153,460368
154,197074144
155,1302201
156,1038043
157,4559613
158,1889549
159,3916219
160,4700965
161,2422340
162,821390
163,1198356
164,4634311
165,1053021
166,474742
167,1046134
168,7458631
169,7388205
170,1759335
171,798939
172,12145
173,469473
174,131614
175,9543338
176,1189881
177,4154296
178,806074
179,1182314
180,50818
181,1015509
182,450720
183,94920
184,992179
185,98523
186,1088441
187,2574462
188,1068725
189,210466
190,398451
191,943037
192,19630160
193,607150
194,2879227
195,25371018
196,3275702
197,1354875
198,350797
199,28945832
200,5521459
201,44609044
202,1685447
203,5127596
204,2103137
205,4784334
206,449116
207,71
208,641215
209,992724
210,1221251
211,1405196
212,4244494
213,15152154
214,2959979
215,454553
216,3567575
217,1291687
218,19619680
219,9273480
220,581686
221,626012
222,1436290
223,986111
224,1424886
225,690438
226,16530694
227,8301713
228,432273
229,504003
230,3720983
231,2033580
232,541974
233,6106921
234,782
235,578917
236,14222516
237,166641680
238,2717398
239,1046394
240,1333523
241,1460820
242,140229
243,4895288
244,19096300
245,71
246,2584580
247,2804174
248,11206432
249,12191085
250,769514
251,94867
252,958954
253,641017
254,26555958
255,2051884
256,1510965
257,3601242
258,3459111
259,995802
260,15010199
261,21359038
262,2036540
263,1052860
264,638135
265,424663
266,12307552
267,435361
268,4093729
269,749455
270,4038792
271,137017
272,2352239
273,9042709
274,81432288
275,2730259
276,803774
277,14490283
278,2214574
279,394652
280,731861
281,335452
282,763837
283,141217
284,443971
285,2797237
286,2661367
287,1770001
288,1339203
289,141374
290,447148
291,88055176
292,2967948
293,1796131
294,355242
295,12484902
296,15057398
297,17750684
298,819426
299,1016016
300,137808
301,424902
302,5614981
303,2846918
304,734447
305,711915
306,1056809
307,15415033
308,811826
309,183571
310,2321086
311,1823543
312,200791
313,537284
314,26921418
315,138256
316,1484385
317,1121137
318,438528
319,2864181
320,1783232
321,755790
322,4478545
323,854954
324,470129
325,6196941
326,4193308
327,574354
328,1585086
329,3820414
330,6212136
331,1699282
332,23271942
333,865830
334,353595
335,946754
336,767765
337,127789
338,1014360
339,4171013
340,1432845
341,1069140
342,908073
343,654439
344,18671162
345,519149
346,1244283
347,2742723
348,846676
349,734361
350,296105
351,13231884
352,550570
353,2526937
354,2706321
355,1157230
356,25947966
357,141054
358,9620848
359,1674931
360,1774314
361,410734
362,845694
363,1206193
364,5545385
365,139772
366,702558
367,1567403
368,5697093
369,2913614
370,53732680
371,3135014
372,2676869
373,1447437
374,1270295
375,390779
376,2816602
377,3530426
378,1147152
379,645999
380,28875196
381,142946
382,3090793
383,2291316
384,1483887
385,124468
386,1411360
387,1413327
388,507963
389,24234234
390,174165
391,2132577
392,249060
393,1180428
394,1723674
395,3131022
396,771678
397,2690690
398,2286132
399,136835
400,6494543
401,937123
402,776627
403,1301765
404,3905403
405,5834566
406,4907339
407,100632
408,3631886
409,330637
410,1221299
411,1432
412,526629
413,4058259
414,330154
415,2067615
416,8012787
417,20028940
418,2346432
419,9785597
420,2218584
421,481567
422,8160110
423,459164
424,4967529
425,1871993
426,364336
427,27246814
428,4018395
429,931267
430,3809587
431,541358
432,415141
433,1070794
434,425798
435,1040171
436,1093697
437,7112523
438,1319905
439,2469092
440,476316
441,11793
442,15377180
443,2746107
444,1642273
445,5509072
446,465461
447,2471413
448,592378
449,1376941
450,6444875
451,1205139
452,1039138
453,1743818
454,4566097
455,1497394
456,1673305
457,157600
458,1634479
459,11170090
460,13126034
461,4460
462,141472
463,723898
464,872843
465,1466484
466,1924624
467,22401720
468,5632943
469,8807857
470,1432850
471,976
472,1495145
473,568349
474,2932067
475,473439
476,494286
477,107443
478,11913291
479,996967
480,1399473
481,1070338
482,475216
483,1420644
484,4511325
485,3848854
486,3039203
487,742813
488,1373439
489,6305746
490,139716
491,223168
492,1344432
493,2827041
494,441019
495,3277614
496,3960063
497,25158938
498,1258454
499,2755651
500,188899
501,4870431
502,1784463
503,1025548
504,1007173
505,865557
506,11233910
507,29066330
508,962102
509,612624
510,531005
511,1104396
512,731890
513,411924
514,451710
515,3761356
516,3231970
517,359046
518,733358
519,182674
520,3233416
521,2245535
522,770695
523,5933578
524,22064512
525,1027972
526,632718
527,13163265
528,947451
529,2558824
530,5363548
531,183458
532,1075202
533,7616134
534,32022826
535,424213
536,1234471
537,2434870
538,1346721
539,18651550
540,19709886
541,1962247
542,248929
543,11058753
544,1785132
545,706215
546,525344
547,1592326
548,70378136
549,4266531
550,120701
551,1324469
552,511061
553,42507184
554,4895970
555,38983800
556,2485258
557,7796760
558,2742828
559,772912
560,9353810
561,1087001
562,5103822
563,2639070
564,94070248
565,2816371
566,901748
567,981874
568,23489700
569,475055
570,2095735
571,9119684
572,23954912
573,2077945
574,840912
575,508235
576,1449134
577,141480
578,2511117
579,505465
580,2485126
581,855241
582,2635094
583,3116246
584,2816884
585,12110434
586,458238
587,1177371
588,1123756
589,3637384
590,1094189
591,1947545
592,5315732
593,1510770
594,15146115
595,155049184
596,455211
597,1575210
598,1910714
599,385573
600,176590
601,2558209
602,1443926
603,3530183
604,1689435
605,2930686
606,5730835
607,961152
608,501936
609,1726466
610,4405493
611,1721412
612,191821696
613,1544252
614,13656571
615,860767
616,5170253
617,12813730
618,1283749
619,3067451
620,464853
621,546028
622,4434007
623,1083416
624,524171
625,16136369
626,3593478
627,3059376
628,1605768
629,4981691
630,3469776
631,1098569
632,2105702
633,3640715
634,14562960
635,967083
636,476992
637,1085454
638,1490484
639,533817
640,3902082
641,4313626
642,16819574
643,434338
644,1608487
645,1305562
646,1401484
647,141876
648,2965958
649,142844
650,4929831
651,1106942
652,4765827
653,567549
654,8569863
655,137243
656,19743372
657,1259067
658,138896
659,25990514
660,2248342
661,3199341
662,3931952
663,2988539
664,38077548
665,305307
666,642861
667,4613295
668,1217174
669,894084
670,2141080
671,404124
672,19914624
673,938801
674,6604919
675,208819
676,30263080
677,345679
678,4383198
679,5259070
680,341377824
681,10495390
682,6476186
683,439775
684,1798998
685,9293347
686,11926091
687,5141920
688,883886
689,2342968
690,602753
691,8351988
692,2409319
693,539102
694,403087
695,1064503
696,1022962
697,3011037
698,696583
699,1424955
700,210289
701,5706419
702,5100820
703,945251
704,5417505
705,795464
706,8117815
707,2189868
708,179899
709,110327
710,2581336
711,970562
712,137718
713,2338015
714,4918316
715,5328781
716,393449
717,2745382
718,193444
719,1721780
720,1357680
721,1098309
722,140205
723,1252276
724,2325835
725,1224133
726,10464867
727,3318192
728,210572
729,912885
730,1336722
731,1723645
732,500359
733,525666
734,3070219
735,1246067
736,3193494
737,8119201
738,5945462
739,780321
740,1560158
741,330906
742,1234076
743,2193459
744,2973364
745,424186
746,24017360
747,259649
748,1787151
749,337838
750,636386
751,1018096
752,9562397
753,740271
754,582361
755,569711
756,3193890
757,264755
758,568328
759,887213
760,3679018
761,31017526
762,649071
763,200397
764,847864
765,766522
766,141566
767,129596
768,1111048
769,1897319
770,627791
771,2516084
772,691445
773,1765846
774,475709
775,468159
776,1599119
777,2633293
778,13057016
779,1567304
780,9225881
781,1206507
782,1689159
783,2079638
784,466222
785,688196
786,18204238
787,306621
788,3370321
789,2335851
790,470287
791,333711
792,2417068
793,3214149
794,1990257
795,1855950
796,10373392
797,3521407
798,406491
799,131704
800,1978677
801,15162996
802,2537095
803,558540
804,816483
805,107472
806,1000821
807,17376868
808,554917
809,57017000
810,1351977
811,1263437
812,9338675
813,3887218
814,2645322
815,1920006
816,2958204
817,1649457
818,3480242
819,417643
820,430787
821,157840
822,2313897
823,1213983
824,14740133
825,1927964
826,24120
827,1978137
828,65122412
829,457602
830,968355
831,8282307
832,5121839
833,1679030
834,577985
835,647268
836,166414
837,306052
838,4779970
839,1058
840,576501
841,924188
842,1321961
843,2769256
844,701332
845,1543663
846,3037154
847,36723176
848,346326
849,15928675
850,535631
851,329963
852,217776
853,2498771
854,138739
855,905129
856,2905351
857,1473755
858,99962648
859,23942350
860,2436445
861,10854480
862,1499805
863,480061
864,760224
865,667030
866,573075
867,139488
868,513010
869,3433580
870,8804069
871,1255129
872,6207896
873,1626188
874,1117174
875,19017496
876,9545596
877,841952
878,331565
879,6694940
880,876177
881,818952
882,2566069
883,191387
884,1108473
885,790753
886,3748862
887,13608857
888,757843
889,1715715
890,2651778
891,12014356
892,632089
893,1113999
894,141731
895,733822
896,426617
897,2665629
898,508556
899,687115
900,4412523
901,445372
902,141928
903,646344
904,2038741
905,4682977
906,17732038
907,1158984
908,159334
909,262245
910,330363328
911,917475
912,9952124
913,2406898
914,382255
915,784355
916,479242
917,14427846
918,51
919,1590715
920,549697
921,460604
922,530775
923,3832069
924,1583524
925,898152
926,141881
927,470055
928,501785
929,2481928
930,460018
931,5590398
932,472692
933,2259729
934,6006213
935,3592697
936,14120021
937,2056447
938,2165842
939,6428093
940,742537
941,3736437
942,1143070
943,89699472
944,611743
945,1296643
946,560092
947,1169811
948,34330784
949,1139092
950,885657
951,981424
952,1511868
953,13441230
954,524484
955,5866654
956,14527477
957,26441934
958,3003718
959,475831
960,618631
961,1679521
962,2198875
963,806965
964,3347191
965,1552972
966,2947852
967,600340
968,12675852
969,1357341
970,142033
971,826498
972,13713
973,3197246
974,282084
975,555072
976,5283648
977,612860
978,4441151
979,1623823
980,968805
981,2501117
982,984399
983,185002
984,1506190
985,1043596
986,529136
987,1082897
988,31614454
989,882539
990,335453
991,4919372
992,2420396
993,435448
994,1569988
995,8787259
996,15706090
997,1922977
998,336990
999,1164851
1000,19876676
1001,3284345
1002,108438288
1003,5599522
1004,3740023
1005,11533881
1006,690801
1007,844816
1008,1842749
1009,3173829
1010,954574
1011,56008868
1012,4101392
1013,415819
1014,58942036
1015,5571742
1016,4319442
1017,1535352
1018,3103405
1019,4004966
1020,2274333
1021,994468
1022,32661832
1023,535468
1024,823225
1025,549763
1026,615158
1027,2521609
1028,2273531
1029,4638002
1030,17907758
1031,614335
1032,2095585
1033,1114103
1034,1381137
1035,268321
1036,433994
1037,3368107
1038,2438312
1039,894833
1040,11836012
1041,1666235
1042,703
1043,456943
1044,1290879
1045,2298387
1046,331381
1047,2525693
1048,8666103
1049,881738
1050,9109131
1051,214245
1052,3516923
1053,350907
1054,19183586
1055,13532061
1056,7534729
1057,666450
1058,2161962
1059,44903
1060,1873720
1061,915120
1062,3245072
1063,365050
1064,107287
1065,35760996
1066,1111143
1067,7117836
1068,1109627
1069,21379580
